;0,0;100,0;200,0;300,0;400,0;500,0;600,0;700,0;800,0;900,0;1000,0
0,0;15569,52224659907;18966,071982430847;21447,105642255847;23534,390314955843;25311,186802618096;26593,56923387545;27265,546720252383;27684,30769646063;27943,322686765085;28181,903482415477;28330,384651471653
50,0;18869,855433124223;21801,91676532065;24307,436386939746;26435,68162077473;28293,42619256446;29590,26783321188;30298,010379447274;30661,71020051474;30891,894333553668;31033,47435100338;31138,157192029903
100,0;21756,550077820197;24419,91631980274;26821,811973195392;28974,447801312872;30817,7313147788;32131,82685221666;32817,81481101087;33112,497262466044;33262,35010965798;33371,15089676424;33455,33210411493
150,0;24405,12171702982;26935,48371558813;29277,003001304984;31422,96095999661;33307,03405381034;34579,03786629646;35252,54939337128;35537,545791189696;35673,02928389436;35760,25977502543;35820,18493237586
200,0;26881,129258275087;29401,09145360457;31718,306894437228;33829,243644444985;35749,924632090035;37050,95820933938;37737,98635709066;38053,48025163126;38191,84069794665;38255,77211536526;38313,33117640508
250,0;29220,346371598836;31720,7728574576;34005,22208546586;36150,30911578685;38069,6091164614;39406,47864342974;40115,28718299918;40441,60619559384;40612,91071018736;40707,035246658765;40777,94617989202
300,0;31459,84946606759;33951,67655365082;36232,700854071416;38399,59557234248;40351,73099255478;41724,823418060485;42458,77420012124;42806,56568984149;42999,35663629819;43127,2094631392;43211,79407740181
350,0;33625,015832883546;36127,00112144157;38404,22808004226;40568,74714030469;42546,47563552655;43948,891446944224;44745,69531588148;45102,76078548126;45331,07064943077;45475,43132670267;45558,141930417936
400,0;35731,25701942678;38245,87577616024;40548,14550715469;42717,88815644552;44711,38285320766;46148,17404133056;46973,29888589665;47383,30411869482;47617,19256079915;47764,95216484797;47863,92372092625
450,0;37788,05025729243;40313,65828056335;42619,78730321927;44817,939027995046;46836,20082419935;48283,0104473637;49148,53869795676;49580,10353065936;49844,938612572936;50020,43264873568;50110,52434193435
500,0;39804,5746336212;42358,45273756518;44672,135213826194;46874,97335888691;48917,2776295835;50400,06451820339;51278,910454079625;51743,30912954613;52016,81545418165;52209,31893859794;52339,95194169214
